label,review,review_,senti_words,sum,sum_senti_words
0,i found myself more appreciative of what the director was trying to do than of what he had actually done,i find myself more appreciative of what the director wa try to do than of what he have actually do,dire actually,20,2
1,"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and its impact is deeply and rightly disturbing","o fantasma be boldly , confidently orchestrate , aesthetically and sexually , and it impact be deeply and rightly disturb",boldly old aesthetic esthetic deeply right,20,6
0,"reyes' directorial debut has good things to offer , but ultimately it 's undone by a sloppy script","reyes' directorial debut ha good thing to offer , but ultimately it 's undo by a sloppy script",yes dire good thin sloppy,18,5
1,this is not a retread of dead poets' society,this be not a retread of dead poets' society,,9,0
1,"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory","saddle with an unwieldy cast of character and angle , but the payoff be powerful and revelatory",sad unwieldy powerful,17,3
0,humor in i spy is so anemic,humor in i spy be so anemic,,7,0
1,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker it must be in the genes","not everything in this ambitious comic escapade work , but coppola , along with his sister , sofia , be a real filmmaker it must be in the gene",thin ambitious long real,29,4
1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants it 's like watching a nightmare made flesh,the primitive force of this film seem to bubble up from the vast collective memory of the combatant it 's like watch a nightmare make flesh,primitive vast like,26,3
0,"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast forward technology that he so stringently takes to task","twenty year later , reggio still know how to make a point with poetic imagery , but his ability to startle ha be stifle by the very prevalence of the fast forward technology that he so stringently take to task",still ill star gently,40,4
0,"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality","due to some script weakness and the cast of the director 's brother , the film trail off into inconsequentiality",due weakness dire inconsequent,20,4
1,"even if you ca n't pronounce gyro correctly , you 'll appreciate much of vardalos' humor , which transcends ethnic boundaries","even if you ca n't pronounce gyro correctly , you 'll appreciate much of vardalos' humor , which transcend ethnic boundary",even correctly appreciate,21,3
0,sheridan 's take on the author 's schoolboy memoir is a rather toothless take on a hard young life,sheridan 's take on the author 's schoolboy memoir be a rather toothless take on a hard young life,hard,19,1
1,"an intimate , good humored ethnic comedy like numerous others but cuts deeper than expected","an intimate , good humor ethnic comedy like numerous others but cut deeper than expect",good like deep expect,15,4
0,a feeble tootsie knockoff,a feeble tootsie knockoff,feeble,4,1
0,it 's not difficult to spot the culprit early on in this predictable thriller,it 's not difficult to spot the culprit early on in this predictable thriller,not difficult difficult to able ill,14,6
0,too contrived to be as naturally charming as it needs to be,too contrive to be a naturally charm a it need to be,naturally need,12,2
0,no way i can believe this load of junk,no way i can believe this load of junk,,9,0
1,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react","the fascination come in the power of the huston performance , which seem so larger than life and yet so fragile , and in the way the ivan character accept the news of his illness so quickly but still find himself unable to react",so large fragile agile accept new ill quickly still unable able,44,11
0,plays in broad outline as pandering middle age buddy comedy,play in broad outline a pander middle age buddy comedy,broad,10,1
